-0.709514,0.061740,0.289445
-0.707871,0.104329,0.235395
-0.709395,0.100679,0.152336
-0.713446,0.110266,0.198350
-0.706790,-0.081167,0.273533
-0.704337,-0.110625,0.212909
-0.713388,-0.007017,0.087230
-0.710205,-0.030276,0.090885
0.130020,-0.153879,0.401278
0.552660,-0.019760,0.360480
-0.394504,0.319744,0.368428
0.269679,-0.093766,0.394972
-0.085794,0.072338,0.405693
0.017744,0.067907,0.406722
0.368029,0.395161,0.362781
-0.189346,0.284803,0.389852
-0.388258,0.348469,0.366237
0.093242,0.052957,0.405697
0.157487,0.074243,0.402827
0.346508,-0.228560,0.381139
0.434755,-0.285378,0.366061
0.424045,0.276514,0.368162
0.291360,-0.464276,0.361557
0.512924,0.010891,0.367075
0.356099,-0.367922,0.367377
0.355002,0.376282,0.366477
0.476984,-0.002820,0.372574
0.481234,-0.152839,0.368373
0.481529,0.136655,0.369028
-0.055296,0.527441,0.364622
0.199461,0.157026,0.397604
0.491746,0.080338,0.369383
0.188558,0.414089,0.375845
0.069777,-0.163892,0.402695
0.519309,0.096635,0.364640
-0.179956,0.515896,0.362051
0.256464,0.075067,0.396471
-0.165919,0.372273,0.382323
-0.284082,-0.457272,0.363562
-0.307262,-0.444669,0.363213
0.478204,-0.194192,0.366641
0.146685,-0.367060,0.383704
0.120904,0.192943,0.399554
0.289015,-0.231974,0.386475
-0.152639,-0.363327,0.384059
-0.173147,-0.252291,0.393466
0.073317,0.171756,0.402170
-0.415861,0.102130,0.379871
0.016281,0.293379,0.394384
0.493115,0.085526,0.369029
0.047425,0.293040,0.394101
-0.388376,0.000815,0.384838
0.015196,0.398599,0.383276
-0.332737,0.250584,0.381319
0.180896,-0.292084,0.389518
0.070827,0.380551,0.384646
0.098939,0.292045,0.392986
0.104651,0.271899,0.394522
0.286472,0.357880,0.375312
-0.220092,-0.214186,0.393378
0.433917,-0.108501,0.376798
0.272090,0.280167,0.384131
0.049465,0.524172,0.365179
0.360064,-0.278709,0.375785
0.368311,0.288075,0.373969
0.326958,0.152235,0.387543
0.324864,-0.169722,0.386936
0.116081,-0.424706,0.377976
0.128640,0.114372,0.402939
-0.090176,0.028555,0.406230
-0.222723,-0.103839,0.398521
0.381421,0.362449,0.365030
-0.394497,-0.053190,0.383690
-0.395963,-0.029012,0.383820
0.164269,-0.361779,0.383479
0.044721,0.039958,0.406923
0.561930,0.032241,0.358819
0.216565,-0.377651,0.378594
0.379335,-0.305995,0.371129
0.281626,0.103425,0.393666
0.372488,-0.337147,0.368849
0.357716,0.345121,0.369596
0.269462,0.093452,0.394964
0.040767,0.064131,0.406639
0.316606,-0.268928,0.381113
0.192517,0.252049,0.392111
0.036617,-0.329340,0.390841
-0.444452,0.040910,0.377495
0.260401,-0.287352,0.384530
0.228793,-0.197140,0.393548
0.396203,0.146884,0.380096
0.384814,0.138429,0.381833
-0.022920,0.264074,0.396840
0.087339,0.355947,0.387012
-0.450059,0.070059,0.376232
0.446326,0.162452,0.372878
0.516207,0.118346,0.364412
0.315162,-0.429180,0.364148
-0.178688,-0.515585,0.362291
0.510687,-0.093360,0.366133
-0.208888,-0.500373,0.362888
-0.035996,0.113750,0.405366
0.141812,0.336601,0.387134
0.159502,0.195400,0.397755
-0.047301,0.372795,0.386046
0.211969,-0.169638,0.396230
0.055697,0.225516,0.399292
-0.209979,0.257085,0.390909
-0.267182,0.243560,0.387798
-0.278880,-0.003479,0.395917
0.520401,-0.164527,0.361762
0.511437,-0.206247,0.360826
0.318264,0.433339,0.363191
0.456879,-0.095478,0.374076
0.475050,-0.113158,0.370908
0.127572,0.441382,0.375244
0.098521,0.448918,0.375254
0.475284,-0.125956,0.370397
0.483750,0.135067,0.368770
-0.217383,-0.054619,0.400034
0.182270,0.208515,0.395742
0.250284,-0.289909,0.385107
-0.016234,-0.227492,0.399666
-0.428310,0.214375,0.372836
0.318958,0.074972,0.391004
0.397358,-0.161468,0.379296
0.414218,0.160977,0.377180
0.029649,-0.060540,0.406778
0.221912,0.438835,0.370502
0.381468,-0.178890,0.380321
0.495598,0.176072,0.365010
0.377010,0.065384,0.385031
0.364033,-0.042261,0.386894
0.166592,0.318402,0.387771
0.318960,0.375492,0.370309
-0.249604,-0.463952,0.365419
0.189664,-0.169906,0.397585
0.210858,-0.416659,0.374246
0.374382,0.081628,0.384971
0.367858,-0.080886,0.385755
-0.155403,0.480434,0.368731
0.206247,0.367894,0.380295
0.105743,0.440460,0.376159
-0.097022,0.316200,0.390937
0.208414,0.336799,0.383501
0.332888,-0.392351,0.367016
0.522099,-0.060698,0.365076
-0.285011,0.438473,0.365970
0.444655,-0.272841,0.365779
0.521185,0.063821,0.365144
0.508419,0.058490,0.367277
-0.336744,-0.382307,0.368224
-0.309830,0.422391,0.365842
0.360113,0.006302,0.387569
0.365428,0.017688,0.386947
0.323580,0.101157,0.389863
0.367374,0.115700,0.384707
0.162312,0.295171,0.390161
0.284717,-0.128938,0.392489
0.303691,0.131443,0.390690
0.309610,0.139169,0.389803
0.324069,-0.106161,0.389656
-0.396395,-0.048446,0.383533
-0.217332,-0.488264,0.364172
-0.314267,0.165505,0.388540
-0.112361,-0.150510,0.402273
-0.353500,-0.117799,0.386653
-0.328391,-0.134383,0.388623
-0.419735,-0.023730,0.380911
0.169016,-0.349100,0.384581
-0.179113,0.493170,0.365610
0.464216,0.170683,0.369950
0.478917,-0.184004,0.367131
0.466570,-0.175383,0.369400
0.324661,0.160421,0.387379
0.315390,-0.161456,0.388266
0.277933,-0.160861,0.391690
0.278703,0.155174,0.391876
0.171488,-0.463663,0.370235
0.241701,0.420760,0.371469
-0.248533,-0.070597,0.397578
0.055814,-0.534984,0.363433
-0.279465,-0.138998,0.392923
0.171325,-0.459550,0.370827
0.423386,-0.210629,0.373221
0.432286,0.200686,0.372629
0.414832,-0.230463,0.372983
0.119074,0.375173,0.383835
0.423126,0.233600,0.371640
-0.161920,0.514570,0.363188
-0.181747,0.030644,0.402497
0.004889,-0.120600,0.405322
-0.248726,0.398179,0.374076
-0.265894,0.381336,0.374758
0.195322,-0.506155,0.362564
0.311260,-0.093569,0.391296
0.302711,-0.075704,0.392551
0.035486,-0.120648,0.405137
0.244812,-0.160862,0.394379
0.314690,-0.385487,0.369647
-0.449963,0.015524,0.376946
-0.168543,-0.007096,0.403333
0.320990,0.417981,0.364924
0.250970,0.285245,0.385410
-0.299978,0.261871,0.383568
0.260698,0.364442,0.376757
-0.333280,0.293190,0.377729
0.235731,0.288805,0.386201
0.265657,0.392775,0.373064
0.224910,0.311031,0.384923
0.213190,-0.236533,0.392020
0.335324,-0.085400,0.389125
0.206149,-0.489259,0.364465
0.233821,0.196887,0.393168
0.235674,0.216996,0.391776
0.222544,0.185209,0.394635
0.024442,0.327493,0.391108
-0.542426,0.049504,0.362620
-0.086389,0.194253,0.400705
0.393481,0.203555,0.377387
-0.539238,0.027664,0.363411
0.390388,-0.337809,0.366682
0.518453,-0.178974,0.361316
-0.426210,-0.307856,0.365694
0.044888,0.116161,0.405144
0.272101,0.346600,0.377765
0.164216,-0.264603,0.392713
0.330242,0.281842,0.378604
-0.292481,-0.350138,0.376062
-0.159385,0.397426,0.379704
0.162871,0.157650,0.399621
-0.249623,-0.245331,0.389093
0.351068,-0.330012,0.371972
0.357042,0.314388,0.372785
0.181745,0.435367,0.373470
-0.268001,0.389001,0.373670
-0.449800,-0.093039,0.375716
-0.359924,0.379647,0.365994
0.429452,0.302898,0.365122
-0.501979,-0.035716,0.369257
-0.288087,0.359724,0.375354
0.432755,-0.354200,0.359559
-0.248478,0.367870,0.377652
0.357515,-0.154006,0.384273
0.343319,0.139726,0.386401
0.262661,0.492437,0.359768
-0.200460,0.321222,0.385829
-0.318531,0.316859,0.376973
0.038226,0.541051,0.362577
-0.028571,-0.345210,0.389361
0.055006,0.471672,0.373094
0.492104,-0.112166,0.368408
0.464306,-0.155107,0.370740
0.455620,-0.324229,0.359555
0.452115,0.323549,0.360035
-0.040331,0.126756,0.404856
-0.018942,-0.312344,0.392697
-0.382080,-0.340953,0.367831
0.161417,-0.054705,0.403017
0.406482,-0.264549,0.371468
-0.391633,-0.348777,0.365883
-0.421906,0.005767,0.380706
0.107144,0.171874,0.401230
0.077796,0.190598,0.401023
-0.409857,0.172580,0.377691
0.112812,-0.524223,0.363671
-0.222211,0.444284,0.370032
0.127460,-0.522871,0.363328
0.003997,0.460677,0.375160
0.264544,-0.256515,0.386751
0.265116,-0.252692,0.386994
0.445496,0.006224,0.377018
0.190283,0.298595,0.388327
